,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
222293,11/23/2003 09:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.834119961, -87.632785877)",1,0,0
110321,09/07/2007 04:00:00 PM,AUTOMOBILE,STREET,False,17.0,31.0,16.0,"(41.939288785, -87.729650127)",1,0,0
364996,04/06/2016 01:00:00 AM,AUTOMOBILE,STREET,False,25.0,29.0,19.0,"(41.920682372, -87.785353424)",1,0,0
15580,01/25/2024 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,62.0,"(41.792184469, -87.726811621)",1,0,0
341364,12/22/2013 02:30:00 PM,AUTOMOBILE,STREET,False,16.0,45.0,15.0,"(41.95147379, -87.755378782)",1,0,0
388837,04/01/2018 07:30:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,21.0,"(41.937253439, -87.728250629)",1,0,0
132618,07/28/2023 11:45:00 AM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.903075579, -87.683820281)",1,0,0
346932,04/24/2014 09:45:00 PM,AUTOMOBILE,STREET,False,9.0,16.0,61.0,"(41.799084782, -87.65257212)",1,0,0
301452,02/22/2011 10:00:00 AM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.925127874, -87.685217185)",1,0,0
68433,10/19/2022 02:45:00 PM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.890003999, -87.712456234)",1,1,0
313483,03/19/2011 08:00:00 PM,AUTOMOBILE,POLICE,False,19.0,1.0,5.0,"(41.939454119, -87.688879949)",1,0,0
112242,02/24/2008 06:00:00 PM,AUTOMOBILE,STREET,False,17.0,31.0,16.0,"(41.941334655, -87.738334667)",1,0,0
317153,12/24/2011 11:00:00 AM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.949474438, -87.66650204)",1,0,0
345829,05/16/2014 05:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.897592397, -87.765036597)",1,0,0
11153,11/20/2023 09:00:00 PM,AUTOMOBILE,STREET,False,22.0,19.0,72.0,"(41.712830493, -87.674557354)",1,1,0
1317,12/17/2005 11:30:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.788371155, -87.800679752)",1,0,1
271474,10/22/2009 03:00:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,28.0,"(41.870839731, -87.684928767)",1,0,0
217204,12/21/2003 01:00:00 AM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.681868725, -87.639088973)",1,0,0
278321,03/17/2010 06:00:00 AM,AUTOMOBILE,PARKINGZONE,False,6.0,8.0,44.0,"(41.736422269, -87.604815966)",1,0,0
201123,03/10/2003 09:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,21.0,44.0,"(41.743594871, -87.628409913)",1,0,0
224697,04/10/2004 01:30:00 AM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.781249994, -87.637512059)",1,0,0
264043,05/01/2009 05:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,24.0,30.0,"(41.849515692, -87.703958334)",1,0,0
257719,09/30/2008 10:00:00 PM,AUTOMOBILE,STREET,False,12.0,2.0,28.0,"(41.860295708, -87.659088972)",1,0,0
298537,04/12/2011 08:30:00 AM,AUTOMOBILE,STREET,False,10.0,28.0,28.0,"(41.865404615, -87.686610053)",1,0,0
286997,05/28/2010 07:15:00 PM,AUTOMOBILE,PARKINGZONE,False,18.0,42.0,8.0,"(41.893985309, -87.634508411)",1,0,0
108067,11/07/2007 07:30:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,21.0,"(41.936229199, -87.711184806)",1,0,0
134381,08/26/2023 03:08:00 AM,AUTOMOBILE,STREET,False,7.0,16.0,67.0,"(41.783204792, -87.657422314)",1,0,0
25875,07/10/2024 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,14.0,57.0,"(41.805215309, -87.725955173)",1,0,0
5835,10/05/2005 06:29:00 AM,"TRUCK, BUS, MOBILE HOME",PARKINGZONE,False,9.0,11.0,59.0,"(41.836385231, -87.66571041)",1,0,1
28862,08/24/2024 11:30:00 PM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.885909437, -87.630979095)",1,0,0
352254,09/29/2014 04:45:00 AM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.730409011, -87.657272659)",1,0,0
213954,09/19/2003 09:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,14.0,35.0,22.0,"(41.919563, -87.700544117)",1,0,0
2213,06/29/2020 01:00:00 AM,AUTOMOBILE,STREET,False,20.0,48.0,3.0,"(41.972177117, -87.650603352)",1,0,0
305054,07/22/2011 03:25:00 AM,AUTOMOBILE,STREET,False,17.0,35.0,16.0,"(41.948872806, -87.716454628)",1,0,0
256468,06/17/2005 12:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.78573681, -87.702114809)",1,0,0
140283,09/01/2023 10:00:00 PM,AUTOMOBILE,STREET,False,7.0,6.0,68.0,"(41.766676671, -87.635968712)",1,1,0
338896,08/23/2013 01:00:00 AM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.0200807, -87.669489133)",1,0,0
191629,11/18/2002 06:00:00 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,12.0,2.0,28.0,"(41.879732089, -87.669254612)",1,0,1
405050,10/28/2019 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,62.0,"(41.794061093, -87.732991463)",1,0,0
308571,07/28/2011 12:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,21.0,"(41.938498334, -87.729628178)",1,0,0
4066,03/21/2021 02:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.931483738, -87.750267214)",1,0,0
298434,04/18/2011 10:30:00 PM,AUTOMOBILE,STREET,False,9.0,25.0,34.0,"(41.850010052, -87.636077353)",1,0,0
15856,01/29/2024 11:00:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.874904844, -87.750627535)",1,0,0
344808,06/27/2014 11:53:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.771076867, -87.582582791)",1,0,0
346183,05/06/2014 08:00:00 PM,AUTOMOBILE,STREET,False,19.0,47.0,6.0,"(41.957047201, -87.669125331)",1,0,0
102151,05/07/2007 03:00:00 PM,AUTOMOBILE,STREET,False,10.0,28.0,29.0,"(41.866303001, -87.69463748)",1,0,0
362683,09/21/2015 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,16.0,41.0,76.0,"(41.975862946, -87.83911785)",1,0,0
328456,01/11/2013 08:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.710151378, -87.611408324)",1,0,0
226914,04/12/2004 04:15:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.749111581, -87.701154466)",1,0,0
116779,02/20/2008 07:20:00 AM,AUTOMOBILE,STREET,False,5.0,6.0,49.0,"(41.719220282, -87.616497177)",1,0,0
25358,07/02/2024 01:00:00 AM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.774717672, -87.692060504)",1,0,0
316528,12/28/2011 10:00:00 AM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.751729507, -87.648920542)",1,0,0
78942,04/19/2006 10:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.772468189, -87.583838647)",1,0,0
238939,12/11/2004 01:30:00 PM,AUTOMOBILE,STREET,False,25.0,26.0,22.0,"(41.92093783, -87.71719042)",1,0,0
30926,11/14/2005 06:15:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.767250296, -87.630126794)",1,0,0
59920,10/05/2022 04:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.723093438, -87.658338398)",1,1,0
346556,05/08/2014 11:26:50 PM,AUTOMOBILE,STREET,False,25.0,30.0,20.0,"(41.919462407, -87.730296326)",1,0,1
293270,12/16/2010 08:00:00 AM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.90222971, -87.670263138)",1,0,0
106690,09/29/2007 12:00:00 AM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.682576481, -87.633612079)",1,0,0
208844,05/25/2003 07:00:00 PM,AUTOMOBILE,STREET,False,17.0,38.0,15.0,"(41.947045132, -87.745747396)",1,0,0
105756,06/12/2007 03:00:00 AM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.754970544, -87.664769992)",1,0,0
357706,04/05/2015 05:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.908111752, -87.66761599)",1,0,0
59884,02/04/2023 09:00:00 AM,AUTOMOBILE,STREET,False,4.0,10.0,51.0,"(41.684155984, -87.559369813)",1,0,0
297511,02/07/2011 01:45:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.931407124, -87.710085057)",1,0,0
22217,05/14/2024 08:00:00 PM,AUTOMOBILE,STREET,False,16.0,30.0,15.0,"(41.945932258, -87.762317423)",1,0,0
31244,10/04/2005 03:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,24.0,26.0,"(41.874218938, -87.736233123)",1,0,0
292451,01/15/2011 08:00:00 PM,"CYCLE, SCOOTER, BIKE",HOUSE,False,8.0,23.0,57.0,"(41.803109414, -87.732019424)",0,0,0
97943,01/26/2007 08:00:00 PM,AUTOMOBILE,STREET,False,14.0,32.0,24.0,"(41.908186835, -87.681178512)",1,0,0
302732,06/09/2011 07:45:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,16.0,"(41.951036997, -87.70916231)",1,0,0
30147,11/18/2005 12:00:00 AM,AUTOMOBILE,STREET,False,9.0,16.0,61.0,"(41.796863516, -87.668306486)",1,0,0
31097,01/11/2006 11:10:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.778871742, -87.59631384)",1,0,0
242609,01/31/2005 12:00:00 AM,AUTOMOBILE,STREET,False,10.0,12.0,30.0,"(41.846372973, -87.701860443)",1,0,0
122898,07/14/2008 04:30:00 PM,AUTOMOBILE,HOUSE,False,6.0,6.0,69.0,"(41.757583704, -87.626358329)",1,0,0
87775,08/22/2006 05:15:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.736235913, -87.586898052)",1,0,0
80085,03/30/2006 09:00:00 AM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.880778039, -87.750184931)",1,0,0
309630,10/28/2011 08:30:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,2.0,28.0,"(41.868784276, -87.678157368)",1,0,0
134807,08/19/2023 05:51:00 AM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.735446787, -87.607219473)",1,0,0
14546,01/06/2024 12:01:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.810048955, -87.616607862)",1,0,0
111860,10/09/2007 07:00:00 AM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,4.0,7.0,43.0,"(41.759063556, -87.555131414)",1,0,0
27616,08/06/2024 12:00:00 AM,AUTOMOBILE,STREET,False,22.0,9.0,73.0,"(41.711589085, -87.634440217)",1,0,0
335340,04/27/2013 09:00:00 PM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.931453681, -87.63745488)",1,0,0
388331,04/25/2018 05:13:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.726121771, -87.574955552)",1,0,0
277266,03/17/2010 09:30:00 PM,AUTOMOBILE,HOUSE,False,6.0,17.0,71.0,"(41.755409158, -87.650226494)",1,0,0
221997,02/26/2004 07:00:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,22.0,"(41.929935514, -87.727904523)",1,0,0
237623,12/14/2004 11:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,53.0,"(41.673548279, -87.616795523)",1,0,0
143604,08/28/2023 02:00:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,43.0,"(41.758125331, -87.576125553)",1,0,0
52012,05/27/2022 04:00:00 AM,AUTOMOBILE,PARKINGZONE,False,1.0,25.0,32.0,"(41.868116071, -87.632378118)",1,1,0
236805,07/26/2004 10:00:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.941523901, -87.750080186)",1,0,0
404913,11/19/2019 05:00:00 PM,AUTOMOBILE,STREET,False,8.0,17.0,66.0,"(41.770962966, -87.684637876)",1,0,0
373744,08/30/2016 10:20:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.882206095, -87.767398322)",1,0,0
360684,12/05/2015 08:30:00 PM,AUTOMOBILE,STREET,False,4.0,10.0,46.0,"(41.741892629, -87.55272621)",1,0,0
24758,06/21/2024 03:00:00 AM,AUTOMOBILE,HOUSE,False,2.0,4.0,39.0,"(41.81410035, -87.59935831)",1,0,0
185130,06/30/2002 06:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,35.0,"(41.837487324, -87.623424573)",1,0,0
216165,10/21/2003 10:30:00 AM,AUTOMOBILE,PARKINGZONE,False,8.0,13.0,65.0,"(41.754592961, -87.741528537)",1,0,0
236728,07/27/2004 11:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,53.0,"(41.673554115, -87.616411124)",1,0,0
215057,10/14/2003 06:10:00 AM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.854866772, -87.654759574)",1,0,0
133114,07/12/2023 08:30:00 PM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.861795213, -87.622417878)",1,0,0
17446,02/24/2024 12:00:00 PM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.903354552, -87.666893991)",1,0,0
234380,09/11/2004 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.9136396, -87.76315278)",1,0,0
332920,02/26/2013 08:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.76782621, -87.591660242)",1,0,0
142372,08/06/2023 10:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,40.0,"(41.797250787, -87.622533896)",1,0,0
375311,07/29/2016 08:31:00 PM,AUTOMOBILE,PARKINGZONE,False,12.0,27.0,23.0,"(41.890703831, -87.70640419)",1,0,0
219179,03/02/2004 09:30:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.740228597, -87.69328681)",1,0,0
220812,02/08/2004 03:00:00 PM,AUTOMOBILE,STREET,False,14.0,32.0,22.0,"(41.918086514, -87.668001006)",1,0,0
184184,07/20/2002 07:00:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.892257376, -87.646948604)",1,0,0
115291,12/25/2007 02:00:00 PM,AUTOMOBILE,STREET,False,24.0,40.0,1.0,"(42.000549236, -87.6735809)",1,0,0
349189,08/08/2014 12:00:00 PM,AUTOMOBILE,PARKINGZONE,False,18.0,42.0,8.0,"(41.892458212, -87.628905681)",1,0,0
287632,05/08/2010 12:01:00 AM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.894182815, -87.723599747)",1,0,1
62038,04/01/2023 04:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,50.0,"(41.690085807, -87.601146878)",1,0,0
111534,11/12/2007 09:00:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,21.0,"(41.934398607, -87.717255664)",1,0,0
347080,03/16/2014 12:30:00 AM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.889557139, -87.757850687)",1,0,0
263735,06/04/2009 10:30:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.927791107, -87.69872094)",1,0,0
249681,05/22/2005 02:00:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.760867101, -87.694507555)",1,0,1
36856,06/26/2021 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,4.0,10.0,55.0,"(41.659166077, -87.562230762)",1,0,0
406954,06/12/2020 05:36:00 PM,AUTOMOBILE,STORE,False,6.0,18.0,71.0,"(41.750005014, -87.673125651)",1,0,0
306040,08/09/2011 09:00:00 PM,AUTOMOBILE,STREET,False,17.0,30.0,21.0,"(41.939593989, -87.723531204)",1,0,0
391871,09/21/2018 05:20:00 AM,AUTOMOBILE,PARKINGZONE,False,17.0,31.0,16.0,"(41.939961741, -87.730290672)",1,0,1
351385,11/27/2014 07:45:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,25.0,"(41.873192794, -87.743174845)",1,0,0
289258,10/17/2010 12:14:00 PM,AUTOMOBILE,STREET,False,2.0,20.0,40.0,"(41.792164799, -87.622399402)",1,1,0
292531,10/16/2010 01:00:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.921486414, -87.70398646)",1,0,0
399770,06/23/2019 09:30:00 AM,AUTOMOBILE,STREET,False,15.0,24.0,25.0,"(41.876772861, -87.746156543)",1,0,0
2759,10/06/2020 09:30:00 PM,AUTOMOBILE,STREET,False,7.0,6.0,68.0,"(41.766528323, -87.646879156)",1,0,0
5566,01/22/2021 01:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.749320723, -87.613120766)",1,0,0
70025,01/15/2023 04:15:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.894397568, -87.652890492)",1,0,0
297289,02/08/2011 06:00:00 PM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.882359845, -87.755836794)",1,0,0
202697,01/31/2003 03:45:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,9.0,14.0,63.0,"(41.800679944, -87.685442177)",1,0,0
241789,02/05/2005 04:20:00 AM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.684232615, -87.646107189)",1,0,0
376623,02/09/2017 12:00:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.922374089, -87.703220786)",1,0,1
225707,04/09/2004 08:00:00 AM,AUTOMOBILE,STREET,False,22.0,19.0,75.0,"(41.691737278, -87.686584159)",1,0,0
91196,09/07/2006 09:00:00 PM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.898157862, -87.721280922)",1,0,0
90151,12/12/2006 04:30:00 PM,AUTOMOBILE,AIRPORT,False,16.0,41.0,76.0,"(41.976290414, -87.905227221)",1,0,0
128855,04/02/2023 11:43:00 AM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.853923622, -87.622244444)",1,0,0
12541,12/09/2023 09:00:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,2.0,"(42.013146881, -87.684979333)",1,0,0
273945,05/28/2009 06:00:00 PM,AUTOMOBILE,STREET,False,10.0,12.0,30.0,"(41.845525449, -87.698954705)",1,0,0
308069,07/12/2011 11:30:00 AM,AUTOMOBILE,STREET,False,14.0,35.0,21.0,"(41.932617296, -87.71109128)",1,0,0
231835,09/20/2004 10:00:00 AM,AUTOMOBILE,STREET,False,9.0,14.0,58.0,"(41.818115956, -87.702992891)",1,0,0
267696,07/24/2009 08:45:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.944926998, -87.769916953)",1,0,0
358817,12/08/2015 07:45:00 PM,AUTOMOBILE,CAR,False,10.0,24.0,29.0,"(41.864246754, -87.710480757)",1,0,0
380263,05/23/2017 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,2.0,4.0,38.0,"(41.816792881, -87.608062183)",1,1,0
251987,08/25/2005 04:00:00 PM,AUTOMOBILE,PARKINGZONE,False,11.0,24.0,29.0,"(41.86641507, -87.705004143)",1,0,0
284381,08/14/2010 10:30:00 AM,AUTOMOBILE,PARKINGZONE,False,8.0,15.0,66.0,"(41.780595495, -87.68367553)",1,1,0
293216,02/10/2010 06:14:00 PM,AUTOMOBILE,STREET,False,19.0,47.0,3.0,"(41.963427927, -87.668253827)",1,0,0
48201,08/29/2022 03:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.891538918, -87.753028938)",1,0,0
351537,12/28/2014 09:30:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.93695655, -87.750430535)",1,0,0
390059,05/04/2018 05:30:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,12.0,32.0,24.0,"(41.903129285, -87.680708357)",1,0,0
64089,01/04/2023 08:28:00 PM,AUTOMOBILE,STREET,False,16.0,36.0,17.0,"(41.938902635, -87.788516412)",1,0,0
362787,01/21/2016 02:30:00 AM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.750396912, -87.653735437)",1,0,0
285088,06/30/2010 10:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,27.0,27.0,"(41.885950291, -87.703802846)",1,0,0
224395,04/09/2004 02:45:00 PM,AUTOMOBILE,HOUSE,False,24.0,49.0,1.0,"(42.017183146, -87.664341555)",1,0,0
113666,02/03/2008 04:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,24.0,29.0,"(41.856745561, -87.710270899)",1,0,0
213778,09/01/2003 08:30:00 PM,AUTOMOBILE,STREET,False,10.0,25.0,31.0,"(41.850854405, -87.685607796)",1,0,0
16015,02/02/2024 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,18.0,65.0,"(41.754592961, -87.741528537)",1,0,0
75394,02/24/2006 09:00:00 PM,AUTOMOBILE,PARK,False,24.0,50.0,2.0,"(42.015164168, -87.697297389)",1,0,0
15300,01/21/2024 11:30:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,56.0,"(41.786226268, -87.775481352)",1,0,0
73311,01/02/2006 06:00:00 PM,AUTOMOBILE,STREET,False,6.0,9.0,49.0,"(41.72505213, -87.61301455)",1,0,0
388910,05/19/2018 11:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,23.0,"(41.909765135, -87.735707261)",1,0,0
68541,11/29/2022 04:42:00 AM,AUTOMOBILE,HOUSE,False,24.0,50.0,2.0,"(41.995103158, -87.682432913)",1,0,0
264579,07/11/2009 09:30:00 PM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(41.995830671, -87.6951944)",1,0,0
93195,09/03/2006 05:00:00 AM,AUTOMOBILE,STREET,False,10.0,28.0,29.0,"(41.866303001, -87.69463748)",1,0,0
307430,08/19/2011 09:45:00 PM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.854275254, -87.624523667)",1,0,0
305326,10/14/2011 03:20:00 PM,AUTOMOBILE,STREET,False,19.0,32.0,6.0,"(41.945162478, -87.669204596)",1,0,1
321955,06/25/2012 05:00:00 PM,AUTOMOBILE,STREET,False,10.0,25.0,31.0,"(41.849810905, -87.678229891)",1,0,0
282118,06/28/2010 08:15:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,27.0,"(41.870059858, -87.70457927)",1,0,0
254257,06/15/2005 12:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.855598642, -87.711823722)",1,0,0
102664,05/30/2007 01:15:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,29.0,"(41.848096985, -87.729531955)",1,0,0
239094,01/25/2005 07:00:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,27.0,28.0,"(41.887397843, -87.666127045)",1,0,0
129048,02/28/2023 08:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,61.0,"(41.812012036, -87.643198735)",1,1,0
256854,08/22/2005 08:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,14.0,"(41.962981858, -87.711056977)",1,0,0
351487,09/16/2014 11:00:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.887473789, -87.645967837)",1,0,0
9211,10/28/2023 02:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,59.0,"(41.828194666, -87.659315849)",1,0,1
339644,07/21/2013 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.752058211, -87.618180542)",1,0,0
69989,11/22/2022 12:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.819539748, -87.619869836)",1,0,1
136783,08/30/2023 09:30:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.783198606, -87.610864492)",1,0,0
287472,05/19/2010 12:00:00 AM,AUTOMOBILE,STREET,False,18.0,43.0,7.0,"(41.913109885, -87.649554197)",1,1,0
45158,09/26/2021 12:00:00 AM,AUTOMOBILE,STORE,False,12.0,26.0,24.0,"(41.892661286, -87.686753867)",1,0,0
187923,06/16/2002 12:00:00 AM,AUTOMOBILE,STREET,False,11.0,24.0,27.0,"(41.873699424, -87.704705156)",1,0,0
243021,11/17/2004 03:00:00 PM,AUTOMOBILE,Alcohol,False,8.0,16.0,63.0,"(41.789655791, -87.683921414)",1,0,0
47189,03/28/2022 07:40:00 PM,AUTOMOBILE,STREET,False,5.0,21.0,49.0,"(41.720999494, -87.623715517)",1,0,0
315474,11/20/2011 03:20:00 PM,AUTOMOBILE,STORE,False,7.0,6.0,68.0,"(41.772972076, -87.644610871)",1,0,0
236705,09/29/2004 11:00:00 PM,AUTOMOBILE,STREET,False,6.0,18.0,71.0,"(41.738481847, -87.665560258)",1,0,0
75417,01/19/2006 09:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.93500727, -87.760066403)",1,0,0
88194,06/30/2006 11:55:00 PM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.766259608, -87.631024685)",1,0,0
351361,09/30/2014 09:00:00 AM,AUTOMOBILE,STREET,False,8.0,16.0,63.0,"(41.787353031, -87.688740821)",1,0,0
386741,12/30/2017 08:10:00 PM,AUTOMOBILE,PARKINGZONE,False,17.0,40.0,13.0,"(41.975753134, -87.707979566)",1,0,0
123225,06/03/2008 10:30:00 PM,AUTOMOBILE,PARKINGZONE,False,6.0,21.0,44.0,"(41.736126864, -87.629184056)",1,0,0
407110,06/07/2020 07:00:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.882221961, -87.766164316)",1,0,0
403461,09/21/2019 06:00:00 PM,AUTOMOBILE,STREET,False,14.0,2.0,24.0,"(41.907375073, -87.679823848)",1,0,0
109220,09/07/2007 11:50:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,9.0,11.0,59.0,"(41.825934583, -87.675138241)",1,0,0
231698,07/12/2004 03:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.739700299, -87.614613294)",1,0,0
257296,08/11/2008 08:15:00 AM,"CYCLE, SCOOTER, BIKE",STREET,False,19.0,47.0,4.0,"(41.963286993, -87.678105612)",1,0,0
269990,10/11/2009 08:00:00 PM,AUTOMOBILE,STREET,False,7.0,17.0,67.0,"(41.760913857, -87.663682023)",1,1,0
305604,08/23/2011 12:00:00 AM,AUTOMOBILE,STREET,False,25.0,36.0,25.0,"(41.920381098, -87.800641542)",1,0,0
91620,10/11/2006 08:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,1.0,42.0,32.0,"(41.881661548, -87.632358617)",1,0,0
394773,09/30/2018 12:01:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.732854883, -87.583940306)",1,0,0
280536,03/10/2010 09:30:00 PM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.743526856, -87.602588385)",1,0,1
123529,05/11/2008 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,7.0,43.0,"(41.758486297, -87.562725225)",1,0,0
55459,07/27/2022 03:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.819357965, -87.61535946)",1,0,0
44604,08/19/2021 03:52:00 PM,AUTOMOBILE,Alcohol,False,25.0,36.0,19.0,"(41.915622339, -87.750316081)",1,0,0
